common_region,year,ccus_project_count,annual_ccus_capacity_tpa,annual_ccus_capacity_mtpa,cumulative_ccus_capacity_tpa,cumulative_ccus_capacity_mtpa,operating_project_count,planned_project_count,under_construction_project_count
Bulgaria,2031,0,0.0,0.0,800000.0,0.8,0,0,0
Bulgaria,2032,0,0.0,0.0,800000.0,0.8,0,0,0
Bulgaria,2033,0,0.0,0.0,800000.0,0.8,0,0,0
Bulgaria,2034,0,0.0,0.0,800000.0,0.8,0,0,0
Bulgaria,2035,0,0.0,0.0,800000.0,0.8,0,0,0
Canada,2010,0,0.0,0.0,0.0,0.0,0,0,0
Canada,2011,0,0.0,0.0,0.0,0.0,0,0,0
Canada,2012,0,0.0,0.0,0.0,0.0,0,0,0
Canada,2013,0,0.0,0.0,0.0,0.0,0,0,0
Canada,2014,1,1000000.0,1.0,1000000.0,1.0,1,0,0
Canada,2015,1,1000000.0,1.0,2000000.0,2.0,1,0,0
Canada,2016,0,0.0,0.0,2000000.0,2.0,0,0,0
Canada,2017,1,400000.0,0.4,2400000.0,2.4,1,0,0
Canada,2018,1,2000000.0,2.0,4400000.0,4.4,0,0,0
Canada,2019,0,0.0,0.0,4400000.0,4.4,0,0,0
Canada,2020,5,20700000.0,20.7,25100000.0,25.1,5,0,0
Canada,2021,8,14693000.0,14.693,39793000.0,39.793,0,7,0
Canada,2022,17,26500000.0,26.5,66293000.0,66.293,0,14,0
Canada,2023,4,0.0,0.0,66293000.0,66.293,0,3,0
Canada,2024,3,146000.0,0.146,66439000.0,66.439,0,2,1
Canada,2025,5,1704000.0,1.704,68143000.0,68.143,2,1,0
Canada,2026,5,7732000.0,7.732,75875000.0,75.875,0,1,4
Canada,2027,15,26275000.0,26.275,102150000.0,102.15,0,13,0
Canada,2028,15,33598000.0,33.598,135748000.0,135.748,0,12,3
Canada,2029,3,8000000.0,8.0,143748000.0,143.748,0,2,1
Canada,2030,4,51400000.0,51.4,195148000.0,195.148,0,4,0
Canada,2031,0,0.0,0.0,195148000.0,195.148,0,0,0
Canada,2032,0,0.0,0.0,195148000.0,195.148,0,0,0
Canada,2033,0,0.0,0.0,195148000.0,195.148,0,0,0
Canada,2034,1,1180000.0,1.18,196328000.0,196.328,0,1,0
Canada,2035,0,0.0,0.0,196328000.0,196.328,0,0,0
Central and South America,2010,0,0.0,0.0,0.0,0.0,0,0,0
Central and South America,2011,0,0.0,0.0,0.0,0.0,0,0,0
Central and South America,2012,0,0.0,0.0,0.0,0.0,0,0,0
Central and South America,2013,1,14200000.0,14.2,14200000.0,14.2,1,0,0
Central and South America,2014,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2015,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2016,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2017,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2018,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2019,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2020,0,0.0,0.0,14200000.0,14.2,0,0,0
Central and South America,2021,1,230000.0,0.23,14430000.0,14.43,0,1,0
Central and South America,2022,0,0.0,0.0,14430000.0,14.43,0,0,0
Central and South America,2023,1,0.0,0.0,14430000.0,14.43,0,1,0
Central and South America,2024,1,0.0,0.0,14430000.0,14.43,0,1,0
Central and South America,2025,0,0.0,0.0,14430000.0,14.43,0,0,0
Central and South America,2026,0,0.0,0.0,14430000.0,14.43,0,0,0
Central and South America,2027,2,155000.0,0.155,14585000.0,14.585,0,2,0
Central and South America,2028,0,0.0,0.0,14585000.0,14.585,0,0,0
Central and South America,2029,0,0.0,0.0,14585000.0,14.585,0,0,0
Central and South America,2030,1,423000.0,0.423,15008000.0,15.008,0,1,0
Central and South America,2031,0,0.0,0.0,15008000.0,15.008,0,0,0
Central and South America,2032,0,0.0,0.0,15008000.0,15.008,0,0,0
Central and South America,2033,0,0.0,0.0,15008000.0,15.008,0,0,0
Central and South America,2034,0,0.0,0.0,15008000.0,15.008,0,0,0
Central and South America,2035,0,0.0,0.0,15008000.0,15.008,0,0,0
Chile,2010,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2011,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2012,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2013,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2014,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2015,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2016,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2017,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2018,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2019,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2020,0,0.0,0.0,0.0,0.0,0,0,0
Chile,2021,1,230000.0,0.23,230000.0,0.23,0,1,0
Chile,2022,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2023,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2024,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2025,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2026,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2027,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2028,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2029,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2030,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2031,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2032,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2033,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2034,0,0.0,0.0,230000.0,0.23,0,0,0
Chile,2035,0,0.0,0.0,230000.0,0.23,0,0,0
China,2010,0,0.0,0.0,0.0,0.0,0,0,0
China,2011,0,0.0,0.0,0.0,0.0,0,0,0
China,2012,0,0.0,0.0,0.0,0.0,0,0,0
China,2013,0,0.0,0.0,0.0,0.0,0,0,0
China,2014,0,0.0,0.0,0.0,0.0,0,0,0
China,2015,0,0.0,0.0,0.0,0.0,0,0,0
China,2016,0,0.0,0.0,0.0,0.0,0,0,0
China,2017,0,0.0,0.0,0.0,0.0,0,0,0
China,2018,0,0.0,0.0,0.0,0.0,0,0,0
China,2019,0,0.0,0.0,0.0,0.0,0,0,0
China,2020,0,0.0,0.0,0.0,0.0,0,0,0
China,2021,0,0.0,0.0,0.0,0.0,0,0,0
China,2022,0,0.0,0.0,0.0,0.0,0,0,0
China,2023,0,0.0,0.0,0.0,0.0,0,0,0
China,2024,0,0.0,0.0,0.0,0.0,0,0,0
China,2025,0,0.0,0.0,0.0,0.0,0,0,0
China,2026,0,0.0,0.0,0.0,0.0,0,0,0
China,2027,0,0.0,0.0,0.0,0.0,0,0,0
China,2028,0,0.0,0.0,0.0,0.0,0,0,0
China,2029,0,0.0,0.0,0.0,0.0,0,0,0
China,2030,0,0.0,0.0,0.0,0.0,0,0,0
China,2031,0,0.0,0.0,0.0,0.0,0,0,0
China,2032,0,0.0,0.0,0.0,0.0,0,0,0
China,2033,0,0.0,0.0,0.0,0.0,0,0,0
China,2034,0,0.0,0.0,0.0,0.0,0,0,0
China,2035,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2010,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2011,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2012,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2013,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2014,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2015,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2016,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2017,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2018,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2019,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2020,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2021,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2022,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2023,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2024,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2025,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2026,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2027,0,0.0,0.0,0.0,0.0,0,0,0
Chinese Taipei,2028,1,100000.0,0.1,100000.0,0.1,0,1,0
Chinese Taipei,2029,0,0.0,0.0,100000.0,0.1,0,0,0
Chinese Taipei,2030,1,100000.0,0.1,200000.0,0.2,0,1,0
Chinese Taipei,2031,0,0.0,0.0,200000.0,0.2,0,0,0
Chinese Taipei,2032,0,0.0,0.0,200000.0,0.2,0,0,0
Chinese Taipei,2033,0,0.0,0.0,200000.0,0.2,0,0,0
Chinese Taipei,2034,0,0.0,0.0,200000.0,0.2,0,0,0
Chinese Taipei,2035,0,0.0,0.0,200000.0,0.2,0,0,0
Croatia,2010,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2011,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2012,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2013,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2014,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2015,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2016,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2017,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2018,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2019,0,0.0,0.0,0.0,0.0,0,0,0
Croatia,2020,1,0.0,0.0,0.0,0.0,1,0,0
Croatia,2021,1,460000.0,0.46,460000.0,0.46,0,1,0
Croatia,2022,0,0.0,0.0,460000.0,0.46,0,0,0
Croatia,2023,0,0.0,0.0,460000.0,0.46,0,0,0
Croatia,2024,0,0.0,0.0,460000.0,0.46,0,0,0
Croatia,2025,0,0.0,0.0,460000.0,0.46,0,0,0
Croatia,2026,0,0.0,0.0,460000.0,0.46,0,0,0
Croatia,2027,1,190000.0,0.19,650000.0,0.65,0,1,0
Croatia,2028,1,366000.0,0.366,1016000.0,1.016,0,1,0
Croatia,2029,1,739000.0,0.739,1755000.0,1.755,0,1,0
Croatia,2030,0,0.0,0.0,1755000.0,1.755,0,0,0
Croatia,2031,1,630000.0,0.63,2385000.0,2.385,0,1,0
Croatia,2032,0,0.0,0.0,2385000.0,2.385,0,0,0
Croatia,2033,0,0.0,0.0,2385000.0,2.385,0,0,0
Croatia,2034,0,0.0,0.0,2385000.0,2.385,0,0,0
Croatia,2035,0,0.0,0.0,2385000.0,2.385,0,0,0
Eurasia,2010,1,0.0,0.0,0.0,0.0,0,1,0
Eurasia,2011,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2012,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2013,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2014,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2015,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2016,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2017,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2018,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2019,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2020,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2021,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2022,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2023,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2024,1,0.0,0.0,0.0,0.0,0,1,0
Eurasia,2025,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2026,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2027,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2028,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2029,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2030,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2031,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2032,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2033,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2034,0,0.0,0.0,0.0,0.0,0,0,0
Eurasia,2035,0,0.0,0.0,0.0,0.0,0,0,0
Europe,2010,7,3240000.0,3.24,3240000.0,3.24,0,7,0
Europe,2011,0,0.0,0.0,3240000.0,3.24,0,0,0
Europe,2012,0,0.0,0.0,3240000.0,3.24,0,0,0
Europe,2013,0,0.0,0.0,3240000.0,3.24,0,0,0
Europe,2014,0,0.0,0.0,3240000.0,3.24,0,0,0
Europe,2015,0,0.0,0.0,3240000.0,3.24,0,0,0
Europe,2016,1,300000.0,0.3,3540000.0,3.54,0,1,0
Europe,2017,2,5300000.0,5.3,8840000.0,8.84,0,2,0
Europe,2018,4,1100000.0,1.1,9940000.0,9.94,0,2,0
Europe,2019,3,7844000.0,7.844,17784000.0,17.784,0,2,0
Europe,2020,13,22564000.0,22.564,40348000.0,40.348,1,6,0
Europe,2021,24,11984000.0,11.984,52332000.0,52.332,1,19,0
Europe,2022,19,32155000.0,32.155,84487000.0,84.487,1,18,0
Europe,2023,24,74105000.0,74.105,158592000.0,158.592,0,23,0
Europe,2024,21,29261000.0,29.261,187853000.0,187.853,1,18,0
Europe,2025,15,6620000.0,6.62,194473000.0,194.473,3,9,0
Europe,2026,23,45189000.0,45.189,239662000.0,239.662,0,0,16
Europe,2027,20,26377000.0,26.377,266039000.0,266.039,0,17,0
Europe,2028,45,128551000.0,128.551,394590000.0,394.59,0,38,6
Europe,2029,44,94828000.0,94.828,489418000.0,489.418,0,38,5
Europe,2030,86,235496000.0,235.496,724914000.0,724.914,0,81,0
Europe,2031,16,24070000.0,24.07,748984000.0,748.984,0,16,0
Europe,2032,22,100445000.0,100.445,849429000.0,849.429,0,22,0
Europe,2033,10,26700000.0,26.7,876129000.0,876.129,0,10,0
Europe,2034,3,10600000.0,10.6,886729000.0,886.729,0,3,0
Europe,2035,14,112690000.0,112.69,999419000.0,999.419,0,13,0
Finland,2010,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2011,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2012,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2013,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2014,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2015,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2016,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2017,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2018,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2019,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2020,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2021,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2022,0,0.0,0.0,0.0,0.0,0,0,0
Finland,2023,1,100000.0,0.1,100000.0,0.1,0,1,0
Finland,2024,2,4000000.0,4.0,4100000.0,4.1,0,2,0
Finland,2025,1,0.0,0.0,4100000.0,4.1,0,0,0
Finland,2026,0,0.0,0.0,4100000.0,4.1,0,0,0
Finland,2027,0,0.0,0.0,4100000.0,4.1,0,0,0
Finland,2028,2,210000.0,0.21,4310000.0,4.31,0,2,0
Finland,2029,3,330000.0,0.33,4640000.0,4.64,0,3,0
Finland,2030,0,0.0,0.0,4640000.0,4.64,0,0,0
Finland,2031,0,0.0,0.0,4640000.0,4.64,0,0,0
Finland,2032,0,0.0,0.0,4640000.0,4.64,0,0,0
Finland,2033,0,0.0,0.0,4640000.0,4.64,0,0,0
Finland,2034,0,0.0,0.0,4640000.0,4.64,0,0,0
Finland,2035,0,0.0,0.0,4640000.0,4.64,0,0,0
France-Belgium-Norway,2010,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2011,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2012,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2013,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2014,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2015,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2016,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2017,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2018,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2019,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2020,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2021,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2022,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2023,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2024,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2025,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2026,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2027,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2028,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2029,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2030,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2031,0,0.0,0.0,0.0,0.0,0,0,0
France-Belgium-Norway,2032,1,18000000.0,18.0,18000000.0,18.0,0,1,0
France-Belgium-Norway,2033,0,0.0,0.0,18000000.0,18.0,0,0,0
France-Belgium-Norway,2034,0,0.0,0.0,18000000.0,18.0,0,0,0
France-Belgium-Norway,2035,0,0.0,0.0,18000000.0,18.0,0,0,0
France-Italy,2010,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2011,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2012,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2013,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2014,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2015,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2016,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2017,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2018,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2019,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2020,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2021,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2022,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2023,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2024,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2025,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2026,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2027,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2028,0,0.0,0.0,0.0,0.0,0,0,0
France-Italy,2029,1,3600000.0,3.6,3600000.0,3.6,0,1,0
France-Italy,2030,0,0.0,0.0,3600000.0,3.6,0,0,0
France-Italy,2031,0,0.0,0.0,3600000.0,3.6,0,0,0
France-Italy,2032,0,0.0,0.0,3600000.0,3.6,0,0,0
France-Italy,2033,0,0.0,0.0,3600000.0,3.6,0,0,0
France-Italy,2034,0,0.0,0.0,3600000.0,3.6,0,0,0
France-Italy,2035,1,2800000.0,2.8,6400000.0,6.4,0,1,0
France-Spain,2010,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2011,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2012,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2013,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2014,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2015,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2016,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2017,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2018,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2019,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2020,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2021,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2022,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2023,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2024,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2025,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2026,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2027,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2028,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2029,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2030,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2031,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2032,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2033,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2034,0,0.0,0.0,0.0,0.0,0,0,0
France-Spain,2035,1,6000000.0,6.0,6000000.0,6.0,0,1,0
Georgia,2010,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2011,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2012,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2013,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2014,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2015,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2016,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2017,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2018,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2019,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2020,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2021,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2022,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2023,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2024,1,0.0,0.0,0.0,0.0,0,1,0
Georgia,2025,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2026,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2027,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2028,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2029,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2030,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2031,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2032,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2033,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2034,0,0.0,0.0,0.0,0.0,0,0,0
Georgia,2035,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2010,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2011,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2012,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2013,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2014,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2015,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2016,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2017,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2018,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2019,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2020,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2021,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2022,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2023,2,0.0,0.0,0.0,0.0,0,2,0
Germany-Netherlands,2024,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2025,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2026,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2027,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2028,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2029,1,0.0,0.0,0.0,0.0,0,1,0
Germany-Netherlands,2030,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2031,0,0.0,0.0,0.0,0.0,0,0,0
Germany-Netherlands,2032,1,22000000.0,22.0,22000000.0,22.0,0,1,0
Germany-Netherlands,2033,0,0.0,0.0,22000000.0,22.0,0,0,0
Germany-Netherlands,2034,0,0.0,0.0,22000000.0,22.0,0,0,0
Germany-Netherlands,2035,0,0.0,0.0,22000000.0,22.0,0,0,0
Greece,2010,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2011,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2012,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2013,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2014,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2015,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2016,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2017,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2018,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2019,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2020,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2021,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2022,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2023,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2024,0,0.0,0.0,0.0,0.0,0,0,0
Greece,2025,1,3000000.0,3.0,3000000.0,3.0,0,1,0
Greece,2026,0,0.0,0.0,3000000.0,3.0,0,0,0
Greece,2027,1,1000.0,0.001,3001000.0,3.001,0,1,0
Greece,2028,1,1000000.0,1.0,4001000.0,4.001,0,1,0
Greece,2029,5,4787000.0,4.787,8788000.0,8.788,0,4,1
Greece,2030,4,4970000.0,4.97,13758000.0,13.758,0,4,0
Greece,2031,0,0.0,0.0,13758000.0,13.758,0,0,0
Greece,2032,0,0.0,0.0,13758000.0,13.758,0,0,0
Greece,2033,0,0.0,0.0,13758000.0,13.758,0,0,0
Greece,2034,0,0.0,0.0,13758000.0,13.758,0,0,0
Greece,2035,0,0.0,0.0,13758000.0,13.758,0,0,0
Hungary,2010,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2011,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2012,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2013,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2014,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2015,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2016,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2017,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2018,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2019,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2020,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2021,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2022,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2023,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2024,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2025,0,0.0,0.0,0.0,0.0,0,0,0
Hungary,2026,1,500000.0,0.5,500000.0,0.5,0,0,1
Hungary,2027,0,0.0,0.0,500000.0,0.5,0,0,0
